date,annee,mois,region,marche,categorie,produit,unite,prix_fcfa,source
2022-06-14,2022,6,Est,Marché de Bertoua,Viandes & Protéines,Bœuf,kg,2642,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Dimako,Boissons & Cacao,Cacao,kg,969,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Bertoua,Boissons & Cacao,Café robusta,kg,1443,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché d'Abong-Mbang,Légumes,Carotte,kg,282,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché d'Abong-Mbang,Légumes,Choux,pièce,218,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché d'Abong-Mbang,Viandes & Protéines,Chèvre,kg,2028,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Bertoua,Poissons & Fruits de mer,Crevettes sèches,kg,2603,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Batouri,Viandes & Protéines,Escargot,kg,2222,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Bertoua,Farines & Dérivés,Farine de blé,kg,513,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché d'Abong-Mbang,Farines & Dérivés,Farine de maïs,kg,304,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Batouri,Légumes,Feuilles d'okok,botte,283,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Bertoua,Légumes,Feuilles de manioc,botte,199,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Bertoua,Farines & Dérivés,Gari (farine de manioc),kg,286,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché d'Abong-Mbang,Condiments & Épices,Gingembre,kg,1226,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Bertoua,Légumes,Gombo (okra),kg,654,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Dimako,Légumineuses,Haricot sec,kg,635,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Yokadouma,Huiles & Matières grasses,Huile de palme,litre,1029,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Dimako,Huiles & Matières grasses,Huile végétale raffinée,litre,980,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Yokadouma,Tubercules,Igname,kg,359,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Yokadouma,Tubercules,Macabo (taro),kg,208,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Batouri,Fruits,Mangue,kg,329,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Batouri,Tubercules,Manioc cossette,kg,248,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché d'Abong-Mbang,Tubercules,Manioc frais,kg,196,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché d'Abong-Mbang,Poissons & Fruits de mer,Maquereau frais,kg,919,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Batouri,Céréales,Maïs blanc,kg,270,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Bertoua,Céréales,Maïs jaune,kg,297,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Yokadouma,Céréales,Millet,kg,190,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Bertoua,Viandes & Protéines,Mouton,kg,2345,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Dimako,Légumineuses,Niébé (haricot),kg,588,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Dimako,Légumes,Oignon,kg,311,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Bertoua,Condiments & Épices,Oignon séché,kg,776,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Batouri,Fruits,Orange,kg,215,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Batouri,Fruits,Papaye,kg,265,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Bertoua,Fruits,Pastèque,kg,248,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Yokadouma,Tubercules,Patate douce,kg,209,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Dimako,Légumes,Piment frais,kg,993,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Dimako,Légumineuses,Pois jaune,kg,422,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Batouri,Tubercules,Pomme de terre,kg,497,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Yokadouma,Viandes & Protéines,Porc,kg,1756,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Dimako,Viandes & Protéines,Poulet,kg,1509,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Bertoua,Huiles & Matières grasses,Pâte d'arachide,kg,991,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Batouri,Céréales,Riz importé long grain,kg,519,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Batouri,Céréales,Riz local,kg,432,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Dimako,Poissons & Fruits de mer,Sardine,kg,832,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Dimako,Condiments & Épices,Sel,kg,256,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Batouri,Poissons & Fruits de mer,Silure (poisson-chat),kg,2015,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Yokadouma,Légumineuses,Soja,kg,327,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Batouri,Céréales,Sorgho blanc,kg,151,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Dimako,Céréales,Sorgho rouge,kg,146,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Bertoua,Condiments & Épices,Sucre raffiné,kg,718,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché d'Abong-Mbang,Farines & Dérivés,Tapioca,kg,291,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Dimako,Boissons & Cacao,Thé,kg,2146,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché d'Abong-Mbang,Poissons & Fruits de mer,Tilapia frais,kg,1780,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché d'Abong-Mbang,Poissons & Fruits de mer,Tilapia fumé,kg,2443,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché d'Abong-Mbang,Légumes,Tomate,kg,249,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Batouri,Viandes & Protéines,Wagashi (fromage),kg,1224,WFP/AgriPulse
2022-06-14,2022,6,Est,Marché de Dimako,Viandes & Protéines,Œufs,douzaine,1124,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Grand Marché de Maroua,Condiments & Épices,Ail,kg,1654,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Kousséri,Fruits,Ananas,pièce,634,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Mokolo (EN),Légumineuses,Arachide,kg,672,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Pouss,Fruits,Avocat,kg,677,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Pouss,Bananes & Plantains,Banane dessert,kg,369,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Grand Marché de Maroua,Bananes & Plantains,Banane plantain,régime,1709,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Mokolo (EN),Céréales,Blé,kg,504,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Mokolo (EN),Viandes & Protéines,Bœuf,kg,2602,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Kousséri,Boissons & Cacao,Cacao,kg,1067,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Pouss,Boissons & Cacao,Café robusta,kg,1446,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Mokolo (EN),Légumes,Carotte,kg,284,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Pouss,Légumes,Choux,pièce,212,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Yagoua,Viandes & Protéines,Chèvre,kg,2054,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Yagoua,Poissons & Fruits de mer,Crevettes sèches,kg,2805,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Kousséri,Viandes & Protéines,Escargot,kg,2299,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Mokolo (EN),Farines & Dérivés,Farine de blé,kg,563,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Pouss,Farines & Dérivés,Farine de maïs,kg,309,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Kousséri,Légumes,Feuilles d'okok,botte,286,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Yagoua,Légumes,Feuilles de manioc,botte,220,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Mokolo (EN),Farines & Dérivés,Gari (farine de manioc),kg,298,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Pouss,Condiments & Épices,Gingembre,kg,1340,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Kousséri,Légumes,Gombo (okra),kg,664,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Kousséri,Légumineuses,Haricot sec,kg,643,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Grand Marché de Maroua,Huiles & Matières grasses,Huile de palme,litre,1040,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Grand Marché de Maroua,Huiles & Matières grasses,Huile végétale raffinée,litre,1045,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Mokolo (EN),Tubercules,Igname,kg,392,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Mokolo (EN),Tubercules,Macabo (taro),kg,228,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Yagoua,Fruits,Mangue,kg,333,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Grand Marché de Maroua,Tubercules,Manioc cossette,kg,262,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Yagoua,Tubercules,Manioc frais,kg,182,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Mokolo (EN),Poissons & Fruits de mer,Maquereau frais,kg,858,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Mokolo (EN),Céréales,Maïs blanc,kg,290,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Mokolo (EN),Céréales,Maïs jaune,kg,310,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Yagoua,Céréales,Millet,kg,171,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Yagoua,Viandes & Protéines,Mouton,kg,2438,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Pouss,Légumineuses,Niébé (haricot),kg,642,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Pouss,Légumes,Oignon,kg,315,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Grand Marché de Maroua,Condiments & Épices,Oignon séché,kg,834,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Yagoua,Fruits,Orange,kg,199,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Pouss,Fruits,Papaye,kg,257,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Kousséri,Fruits,Pastèque,kg,233,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Mokolo (EN),Tubercules,Patate douce,kg,207,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Mokolo (EN),Légumes,Piment frais,kg,1051,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Mokolo (EN),Légumineuses,Pois jaune,kg,506,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Pouss,Tubercules,Pomme de terre,kg,540,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Kousséri,Viandes & Protéines,Porc,kg,1733,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Kousséri,Viandes & Protéines,Poulet,kg,1612,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Yagoua,Huiles & Matières grasses,Pâte d'arachide,kg,1226,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Grand Marché de Maroua,Céréales,Riz importé long grain,kg,526,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Grand Marché de Maroua,Céréales,Riz local,kg,442,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Kousséri,Poissons & Fruits de mer,Sardine,kg,815,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Grand Marché de Maroua,Condiments & Épices,Sel,kg,271,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Kousséri,Poissons & Fruits de mer,Silure (poisson-chat),kg,2057,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Mokolo (EN),Légumineuses,Soja,kg,359,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Grand Marché de Maroua,Céréales,Sorgho blanc,kg,158,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Yagoua,Céréales,Sorgho rouge,kg,148,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Kousséri,Condiments & Épices,Sucre raffiné,kg,751,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Grand Marché de Maroua,Farines & Dérivés,Tapioca,kg,355,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Kousséri,Boissons & Cacao,Thé,kg,2193,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Kousséri,Poissons & Fruits de mer,Tilapia frais,kg,1703,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Yagoua,Poissons & Fruits de mer,Tilapia fumé,kg,2481,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Kousséri,Légumes,Tomate,kg,263,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Yagoua,Viandes & Protéines,Wagashi (fromage),kg,1346,WFP/AgriPulse
2022-06-14,2022,6,Extrême-Nord,Marché de Kousséri,Viandes & Protéines,Œufs,douzaine,1104,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Artisanal de Douala,Condiments & Épices,Ail,kg,2180,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché PK10,Fruits,Ananas,pièce,734,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché d'Eko,Légumineuses,Arachide,kg,811,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché New-Deïdo,Fruits,Avocat,kg,801,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Artisanal de Douala,Bananes & Plantains,Banane dessert,kg,509,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché New-Deïdo,Bananes & Plantains,Banane plantain,régime,2445,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché d'Eko,Céréales,Blé,kg,644,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Central de Douala,Viandes & Protéines,Bœuf,kg,2860,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché PK10,Boissons & Cacao,Cacao,kg,1449,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Central de Douala,Boissons & Cacao,Café robusta,kg,2320,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché PK10,Légumes,Carotte,kg,368,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché PK10,Légumes,Choux,pièce,272,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Artisanal de Douala,Viandes & Protéines,Chèvre,kg,2693,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché d'Eko,Poissons & Fruits de mer,Crevettes sèches,kg,4053,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché d'Eko,Viandes & Protéines,Escargot,kg,3378,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché PK10,Farines & Dérivés,Farine de blé,kg,723,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Artisanal de Douala,Farines & Dérivés,Farine de maïs,kg,391,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Central de Douala,Légumes,Feuilles d'okok,botte,395,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché PK10,Légumes,Feuilles de manioc,botte,260,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Central de Douala,Farines & Dérivés,Gari (farine de manioc),kg,400,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché PK10,Condiments & Épices,Gingembre,kg,1657,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché d'Eko,Légumes,Gombo (okra),kg,952,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Central de Douala,Légumineuses,Haricot sec,kg,843,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché d'Eko,Huiles & Matières grasses,Huile de palme,litre,1593,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché New-Deïdo,Huiles & Matières grasses,Huile végétale raffinée,litre,1321,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Artisanal de Douala,Tubercules,Igname,kg,446,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché New-Deïdo,Tubercules,Macabo (taro),kg,277,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché d'Eko,Fruits,Mangue,kg,445,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Artisanal de Douala,Tubercules,Manioc cossette,kg,337,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché d'Eko,Tubercules,Manioc frais,kg,241,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché New-Deïdo,Poissons & Fruits de mer,Maquereau frais,kg,1213,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché New-Deïdo,Céréales,Maïs blanc,kg,405,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Artisanal de Douala,Céréales,Maïs jaune,kg,389,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Artisanal de Douala,Céréales,Millet,kg,253,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Central de Douala,Viandes & Protéines,Mouton,kg,3093,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Central de Douala,Légumineuses,Niébé (haricot),kg,825,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Artisanal de Douala,Légumes,Oignon,kg,398,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché d'Eko,Condiments & Épices,Oignon séché,kg,1066,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Artisanal de Douala,Fruits,Orange,kg,270,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché d'Eko,Fruits,Papaye,kg,370,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Artisanal de Douala,Fruits,Pastèque,kg,287,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché PK10,Tubercules,Patate douce,kg,311,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Artisanal de Douala,Légumes,Piment frais,kg,1282,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Central de Douala,Légumineuses,Pois jaune,kg,598,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché New-Deïdo,Tubercules,Pomme de terre,kg,669,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché d'Eko,Viandes & Protéines,Porc,kg,2290,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché PK10,Viandes & Protéines,Poulet,kg,2157,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché PK10,Huiles & Matières grasses,Pâte d'arachide,kg,1451,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Central de Douala,Céréales,Riz importé long grain,kg,758,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Artisanal de Douala,Céréales,Riz local,kg,621,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché d'Eko,Poissons & Fruits de mer,Sardine,kg,1136,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché New-Deïdo,Condiments & Épices,Sel,kg,361,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché New-Deïdo,Poissons & Fruits de mer,Silure (poisson-chat),kg,2637,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché d'Eko,Légumineuses,Soja,kg,487,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Central de Douala,Céréales,Sorgho blanc,kg,189,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Central de Douala,Céréales,Sorgho rouge,kg,204,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché PK10,Condiments & Épices,Sucre raffiné,kg,997,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Central de Douala,Farines & Dérivés,Tapioca,kg,444,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché PK10,Boissons & Cacao,Thé,kg,2690,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché d'Eko,Poissons & Fruits de mer,Tilapia frais,kg,2279,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Artisanal de Douala,Poissons & Fruits de mer,Tilapia fumé,kg,3118,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Central de Douala,Légumes,Tomate,kg,327,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Central de Douala,Viandes & Protéines,Wagashi (fromage),kg,1684,WFP/AgriPulse
2022-06-14,2022,6,Littoral,Marché Central de Douala,Viandes & Protéines,Œufs,douzaine,1557,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Garoua,Condiments & Épices,Ail,kg,1749,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Guider,Fruits,Ananas,pièce,590,WFP/AgriPulse
2022-06-14,2022,6,Nord,Grand-Marché de Garoua,Légumineuses,Arachide,kg,650,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de noix de kola de Garoua,Fruits,Avocat,kg,645,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Garoua,Bananes & Plantains,Banane dessert,kg,407,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Guider,Bananes & Plantains,Banane plantain,régime,1879,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de noix de kola de Garoua,Céréales,Blé,kg,517,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Guider,Viandes & Protéines,Bœuf,kg,2510,WFP/AgriPulse
2022-06-14,2022,6,Nord,Grand-Marché de Garoua,Boissons & Cacao,Cacao,kg,1174,WFP/AgriPulse
2022-06-14,2022,6,Nord,Grand-Marché de Garoua,Boissons & Cacao,Café robusta,kg,1601,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Garoua,Légumes,Carotte,kg,280,WFP/AgriPulse
2022-06-14,2022,6,Nord,Grand-Marché de Garoua,Légumes,Choux,pièce,225,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de noix de kola de Garoua,Viandes & Protéines,Chèvre,kg,2183,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché coopératif du Nord,Poissons & Fruits de mer,Crevettes sèches,kg,3106,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de noix de kola de Garoua,Viandes & Protéines,Escargot,kg,2405,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de noix de kola de Garoua,Farines & Dérivés,Farine de blé,kg,611,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché coopératif du Nord,Farines & Dérivés,Farine de maïs,kg,344,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Garoua,Légumes,Feuilles d'okok,botte,332,WFP/AgriPulse
2022-06-14,2022,6,Nord,Grand-Marché de Garoua,Légumes,Feuilles de manioc,botte,233,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Garoua,Farines & Dérivés,Gari (farine de manioc),kg,335,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de noix de kola de Garoua,Condiments & Épices,Gingembre,kg,1385,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Garoua,Légumes,Gombo (okra),kg,663,WFP/AgriPulse
2022-06-14,2022,6,Nord,Grand-Marché de Garoua,Légumineuses,Haricot sec,kg,711,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Guider,Huiles & Matières grasses,Huile de palme,litre,1273,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Garoua,Huiles & Matières grasses,Huile végétale raffinée,litre,1024,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Guider,Tubercules,Igname,kg,412,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Garoua,Tubercules,Macabo (taro),kg,203,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Guider,Fruits,Mangue,kg,368,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché coopératif du Nord,Tubercules,Manioc cossette,kg,262,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Garoua,Tubercules,Manioc frais,kg,184,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Guider,Poissons & Fruits de mer,Maquereau frais,kg,992,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Guider,Céréales,Maïs blanc,kg,292,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché coopératif du Nord,Céréales,Maïs jaune,kg,311,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Garoua,Céréales,Millet,kg,196,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de noix de kola de Garoua,Viandes & Protéines,Mouton,kg,2483,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Guider,Légumineuses,Niébé (haricot),kg,630,WFP/AgriPulse
2022-06-14,2022,6,Nord,Grand-Marché de Garoua,Légumes,Oignon,kg,317,WFP/AgriPulse
2022-06-14,2022,6,Nord,Grand-Marché de Garoua,Condiments & Épices,Oignon séché,kg,825,WFP/AgriPulse
2022-06-14,2022,6,Nord,Grand-Marché de Garoua,Fruits,Orange,kg,223,WFP/AgriPulse
2022-06-14,2022,6,Nord,Grand-Marché de Garoua,Fruits,Papaye,kg,300,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché coopératif du Nord,Fruits,Pastèque,kg,245,WFP/AgriPulse
2022-06-14,2022,6,Nord,Grand-Marché de Garoua,Tubercules,Patate douce,kg,233,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de noix de kola de Garoua,Légumes,Piment frais,kg,1074,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché coopératif du Nord,Légumineuses,Pois jaune,kg,513,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Guider,Tubercules,Pomme de terre,kg,591,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de Garoua,Viandes & Protéines,Porc,kg,1898,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché coopératif du Nord,Viandes & Protéines,Poulet,kg,1732,WFP/AgriPulse
2022-06-14,2022,6,Nord,Grand-Marché de Garoua,Huiles & Matières grasses,Pâte d'arachide,kg,1252,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché coopératif du Nord,Céréales,Riz importé long grain,kg,585,WFP/AgriPulse
2022-06-14,2022,6,Nord,Marché de noix de kola de Garoua,Céréales,Riz local,kg,474,WFP/AgriPulse
2022-06-14,2022,6,Nord,Grand-Marché de Garoua,Poissons & Fruits de mer,Sardine,kg,909,WFP/AgriPulse
